"sub","distance","cat","num_cat","oldnew","d1","d2","d3","d4","d5","d6","d7","d8","resp","rt","correct","id"
51,"2","A","1","new","0","1","0","0","0","1","1","1","1","3.76633167099999","1",213
51,"2","B","2","old","1","0","1","1","0","1","0","0","2","4.64159802699987","1",213
51,"3","A","1","new","0","1","0","0","1","0","1","0","1","3.24136223799997","1",213
51,"3","B","2","new","1","0","0","0","0","0","0","0","2","1.41354598699991","1",213
51,"1","B","2","new","1","1","1","1","0","1","0","0","2","1.47284406299968","1",213
51,"2","A","1","new","1","0","1","0","1","1","1","1","1","1.22136827699978","1",213
51,"1","A","1","new","0","0","0","1","1","1","1","1","1","1.14122504600027","1",213
51,"1","B","2","new","1","1","1","1","0","0","1","0","2","2.28304316000003","1",213
51,"2","A","1","old","1","0","0","0","1","1","0","1","1","1.62392154999998","1",213
51,"1","B","2","new","1","1","1","1","1","0","0","0","2","1.76195717200017","1",213
51,"2","A","1","old","1","0","0","0","1","1","0","1","1","2.55116168999984","1",213
51,"1","B","2","new","1","1","0","1","0","0","0","0","2","2.21365711599992","1",213
51,"2","B","2","new","1","1","1","1","1","1","0","0","2","3.09098401500023","1",213
51,"2","A","1","new","0","0","1","0","1","1","1","0","1","2.73367731500002","1",213
51,"3","B","2","new","0","0","0","1","0","0","0","0","2","2.03371562599978","1",213
51,"3","A","1","new","1","0","1","0","1","1","0","1","1","1.77544279599988","1",213
51,"1","A","1","new","1","0","0","0","1","1","1","1","1","2.21526344599988","1",213
51,"2","A","1","new","0","0","1","0","0","1","1","1","1","1.59500973600007","1",213
51,"1","B","2","new","0","1","1","1","0","0","0","0","2","2.03422841200018","1",213
51,"2","A","1","old","0","0","0","1","0","1","1","1","1","1.49680925299981","1",213
51,"2","B","2","old","1","1","1","1","1","0","1","0","2","1.86020456100005","1",213
51,"1","B","2","new","1","0","1","1","0","0","0","0","2","2.14062413600004","1",213
51,"3","B","2","new","0","0","1","1","1","0","0","0","2","2.35504882299983","1",213
51,"3","B","2","new","1","1","0","1","0","1","0","1","1","1.35192990199994","0",213
51,"3","B","2","new","1","0","1","1","0","0","1","1","2","1.76271601500002","1",213
51,"2","B","2","old","1","1","1","1","1","0","1","0","2","0.775085752999985","1",213
51,"2","A","1","old","0","0","0","1","0","1","1","1","1","1.61061319400005","1",213
51,"0","A","1","new","0","0","0","0","1","1","1","1","1","0.904181011999754","1",213
51,"3","A","1","new","0","0","1","1","1","1","1","0","None",NA,NA,213
51,"3","A","1","new","0","0","1","0","1","1","0","0","1","1.87430998100035","1",213
51,"1","A","1","new","0","0","1","0","1","1","1","1","1","1.74508584799969","1",213
51,"2","A","1","new","0","0","1","1","1","1","1","1","1","1.29713628100035","1",213
51,"2","B","2","new","1","1","1","1","1","0","0","1","2","2.86323389000017","1",213
51,"2","A","1","old","0","0","1","0","1","0","1","1","1","2.08675672999971","1",213
51,"2","B","2","old","0","1","1","1","0","0","0","1","2","2.33899912100014","1",213
51,"0","B","2","new","1","1","1","1","0","0","0","0","2","1.62696837300018","1",213
51,"2","A","1","new","0","1","0","1","1","1","1","1","1","3.05192573399972","1",213
51,"1","B","2","new","1","1","1","0","0","0","0","0","2","1.84581294899999","1",213
51,"1","A","1","new","0","0","0","0","1","1","0","1","1","2.37462812400008","1",213
51,"3","A","1","new","1","1","0","0","0","1","1","1","1","1.58847096399995","1",213
51,"2","A","1","old","0","1","0","0","1","1","1","0","1","3.54329151799993","1",213
51,"2","A","1","old","0","0","1","0","1","0","1","1","1","2.51555912599997","1",213
51,"1","B","2","new","1","1","1","1","0","0","0","1","2","2.04835297299996","1",213
51,"3","A","1","new","1","0","0","0","0","1","1","0","2","2.88238960599983","0",213
51,"3","B","2","new","1","1","0","1","1","0","1","0","2","3.18769266199979","1",213
51,"2","B","2","old","1","1","0","0","0","0","0","0","2","1.65625673300019","1",213
51,"2","A","1","new","0","0","0","0","1","1","0","0","1","2.33437090400002","1",213
51,"2","B","2","old","0","1","1","1","0","0","0","1","2","2.21740499099997","1",213
51,"2","B","2","new","1","0","1","1","1","0","0","0","2","3.09491335300027","1",213
51,"2","A","1","old","0","1","0","0","1","1","1","0","1","1.72736209300001","1",213
51,"1","A","1","new","0","0","0","0","1","0","1","1","1","2.39665637200005","1",213
51,"0","A","1","new","0","0","0","0","1","1","1","1","1","2.45333985600018","1",213
51,"0","B","2","new","1","1","1","1","0","0","0","0","2","1.98761357499961","1",213
51,"1","A","1","new","0","0","0","0","0","1","1","1","1","2.16261937499985","1",213
51,"3","A","1","new","1","0","1","0","1","1","1","0","2","4.65142344499964","0",213
51,"2","B","2","new","1","1","1","0","0","0","0","1","2","4.04155375499977","1",213
51,"2","B","2","new","0","0","1","1","0","0","0","0","2","2.715361863","1",213
51,"1","A","1","new","0","1","0","0","1","1","1","1","1","4.11239347999981","1",213
51,"2","B","2","old","1","1","0","0","0","0","0","0","2","3.85006825699929","1",213
51,"3","B","2","new","1","1","0","0","0","0","0","1","2","3.06171711299976","1",213
51,"3","B","2","new","1","1","0","0","0","0","1","0","2","2.65584937600033","1",213
51,"2","B","2","new","0","1","1","0","0","0","0","0","1","3.18569011799991","0",213
51,"2","A","1","new","0","1","0","0","1","0","1","1","1","2.36995520399978","1",213
51,"1","A","1","new","0","0","0","0","1","1","1","0","1","3.15600911100046","1",213
51,"2","B","2","new","1","1","0","1","1","0","0","0","2","2.09089607699934","1",213
51,"2","B","2","old","1","0","1","1","0","1","0","0","2","1.90561684699969","1",213
51,"2","B","2","new","1","0","1","1","0","0","1","0","2","1.97575310400043","1",213
51,"3","A","1","new","1","0","0","0","0","1","0","1","1","2.71176642800037","1",213
