"sub","distance","cat","num_cat","oldnew","d1","d2","d3","d4","d5","d6","d7","d8","resp","rt","correct","id"
18,"2","B","2","new","1","1","0","1","1","0","1","1","2","2.13415792500018","1",153
18,"1","A","1","new","0","0","0","0","0","1","0","0","1","1.24312367800303","1",153
18,"2","A","1","new","0","0","1","0","0","0","1","0","1","1.45462823299749","1",153
18,"3","A","1","new","1","0","0","1","1","0","0","0","1","1.40958802100067","1",153
18,"1","B","2","new","1","0","1","1","1","1","1","1","2","1.46205622100388","1",153
18,"2","A","1","old","0","0","1","0","0","0","1","0","1","2.6550191330025","1",153
18,"3","B","2","new","1","0","1","0","1","1","0","1","1","1.76972739399935","0",153
18,"2","A","1","old","0","0","1","0","0","0","1","0","2","1.27507680399867","0",153
18,"1","B","2","new","1","1","0","1","1","1","1","1","1","2.92990978799935","0",153
18,"2","B","2","old","1","1","0","1","1","1","0","1","1","2.84393735600315","0",153
18,"2","B","2","new","1","1","1","0","1","1","1","0","2","1.46691106700018","1",153
18,"2","A","1","old","0","1","0","0","0","1","0","0","2","2.03352635900228","0",153
18,"1","A","1","new","0","0","0","0","1","0","0","0","1","2.58863038700656","1",153
18,"1","B","2","new","1","1","1","0","1","1","1","1","2","2.24053946100321","1",153
18,"3","B","2","new","1","1","0","0","1","0","1","1","1","2.62064493499929","0",153
18,"1","B","2","new","1","1","1","1","0","1","1","1","2","1.98336017799738","1",153
18,"2","B","2","old","0","1","1","1","0","1","1","1","2","1.63136735199805","1",153
18,"2","B","2","old","1","0","1","1","1","0","1","1","2","2.45445376700081","1",153
18,"2","A","1","new","0","1","0","1","0","0","0","0","1","1.18319786000211","1",153
18,"3","B","2","new","0","0","1","0","1","1","1","1","2","1.09845885699906","1",153
18,"3","B","2","new","0","1","1","0","1","0","1","1","2","1.78283506399748","1",153
18,"2","B","2","old","0","1","1","1","0","1","1","1","2","1.8231321409985","1",153
18,"3","A","1","new","1","0","1","1","0","0","0","0","1","1.19219236799836","1",153
18,"2","B","2","old","1","0","1","1","1","0","1","1","2","2.40514038800029","1",153
18,"1","B","2","new","1","1","1","1","1","0","1","1","2","1.79291960599949","1",153
18,"3","B","2","new","0","1","0","1","1","1","1","0","1","1.03349706599693","0",153
18,"3","A","1","new","1","1","0","0","0","0","0","1","1","1.22349594200205","1",153
18,"2","A","1","new","0","1","0","0","0","0","1","0","1","1.59839152399945","1",153
18,"2","B","2","new","0","1","1","1","1","1","1","0","2","1.50769086200307","1",153
18,"1","A","1","new","0","0","0","1","0","0","0","0","1","1.07223790999706","1",153
18,"3","B","2","new","0","1","1","1","0","0","1","1","1","1.10041345599893","0",153
18,"1","B","2","new","1","1","1","1","1","1","1","0","2","1.11822032300552","1",153
18,"1","A","1","new","1","0","0","0","0","0","0","0","1","1.17157324900472","1",153
18,"2","A","1","new","0","0","0","0","1","0","0","1","1","1.00034663100087","1",153
18,"1","A","1","new","0","0","1","0","0","0","0","0","1","1.28629757700401","1",153
18,"2","A","1","old","0","0","0","1","0","0","0","1","1","0.736391411002842","1",153
18,"2","A","1","new","1","0","0","0","0","1","0","0","1","0.611080724003841","1",153
18,"2","A","1","old","1","0","0","0","1","0","0","0","1","0.632087555000908","1",153
18,"3","A","1","new","1","0","1","0","0","0","0","1","1","0.6021549329962","1",153
18,"2","A","1","old","0","0","0","1","0","0","0","1","1","0.752870042997529","1",153
18,"2","A","1","new","0","0","0","0","0","1","0","1","1","0.693768917997659","1",153
18,"1","B","2","new","0","1","1","1","1","1","1","1","1","1.00180607099901","0",153
18,"0","B","2","new","1","1","1","1","1","1","1","1","2","0.692732921001152","1",153
18,"2","B","2","new","1","1","1","0","1","0","1","1","2","0.92663324100431","1",153
18,"3","A","1","new","0","1","0","0","1","1","0","0","1","0.773757408001984","1",153
18,"3","A","1","new","1","0","1","0","0","1","0","0","1","1.12958123599674","1",153
18,"2","A","1","new","1","0","1","0","0","0","0","0","1","1.49828360100219","1",153
18,"2","B","2","old","1","1","0","1","1","1","0","1","1","0.781405018999067","0",153
18,"1","A","1","new","0","1","0","0","0","0","0","0","1","1.20822003899957","1",153
18,"2","B","2","old","1","1","1","0","1","1","1","0","2","1.02755012400303","1",153
18,"1","B","2","new","1","1","1","1","1","1","0","1","1","1.28152069100179","0",153
18,"1","A","1","new","0","0","0","0","0","0","1","0","2","0.898162965000665","0",153
18,"3","B","2","new","1","1","0","0","1","1","1","0","2","0.767115189999458","1",153
18,"3","A","1","new","0","0","0","0","1","1","0","1","1","1.10930862999521","1",153
18,"0","A","1","new","0","0","0","0","0","0","0","0","1","0.761869772999489","1",153
18,"2","A","1","new","0","1","0","0","0","1","0","0","1","0.557088392000878","1",153
18,"3","A","1","new","0","0","0","1","0","0","1","1","2","0.742902054000297","0",153
18,"2","B","2","new","1","1","0","1","1","1","1","0","2","1.16890691500157","1",153
18,"2","B","2","new","1","1","1","1","1","1","0","0","2","1.08065272399836","1",153
18,"0","A","1","new","0","0","0","0","0","0","0","0","1","1.53258541000105","1",153
