"sub","distance","cat","num_cat","oldnew","d1","d2","d3","d4","d5","d6","d7","d8","resp","rt","correct","id"
21,"2","B","2","new","1","1","0","1","1","0","0","0","1","3.66409174900036","0",159
21,"3","B","2","new","1","0","1","0","0","0","0","1","1","1.85107516199787","0",159
21,"2","B","2","old","1","1","0","1","0","0","1","0","1","1.31029118900187","0",159
21,"2","B","2","old","0","0","1","1","0","0","0","0","2","2.05835146200116","1",159
21,"3","B","2","new","1","1","1","1","1","1","1","0","2","3.63396988299792","1",159
21,"2","A","1","old","0","0","1","0","1","1","0","1","1","1.57061945299938","1",159
21,"2","B","2","old","1","1","1","1","1","1","0","0","2","1.73790437700518","1",159
21,"1","B","2","new","1","1","1","1","0","0","0","1","1","1.70087668600172","0",159
21,"1","B","2","new","1","1","1","1","0","1","0","0","2","2.87041893699643","1",159
21,"2","B","2","new","0","1","1","0","0","0","0","0","1","2.02371879300335","0",159
21,"3","A","1","new","0","1","0","1","0","1","1","1","1","1.95743850099825","1",159
21,"1","A","1","new","0","0","0","0","1","1","0","1","1","0.970500953000737","1",159
21,"3","A","1","new","0","0","0","1","1","1","0","0","1","1.05147669300641","1",159
21,"2","B","2","new","0","1","1","1","0","1","0","0","1","0.714584247994935","0",159
21,"3","B","2","new","1","1","1","1","1","1","0","1","1","1.733380098005","0",159
21,"1","A","1","new","0","1","0","0","1","1","1","1","1","0.610410043002048","1",159
21,"2","B","2","new","1","1","0","1","0","1","0","0","2","2.69102090499655","1",159
21,"3","A","1","new","0","0","1","0","0","1","0","1","1","1.02508641700115","1",159
21,"1","A","1","new","0","0","0","1","1","1","1","1","1","0.922210789998644","1",159
21,"2","A","1","new","0","0","1","0","1","1","1","0","1","0.923722229999839","1",159
21,"2","A","1","new","0","0","0","0","1","1","0","0","1","1.43258242899901","1",159
21,"2","A","1","old","1","0","0","0","0","1","1","1","1","2.58290263599338","1",159
21,"2","A","1","new","0","1","1","0","1","1","1","1","1","1.22139700400294","1",159
21,"3","B","2","new","1","1","0","1","0","1","1","0","2","1.80660114600323","1",159
21,"0","A","1","new","0","0","0","0","1","1","1","1","1","0.895582257006026","1",159
21,"2","B","2","new","1","0","1","1","0","0","1","0","2","1.55741387000307","1",159
21,"1","B","2","new","1","0","1","1","0","0","0","0","2","1.20843434400012","1",159
21,"2","B","2","old","1","1","1","0","0","0","0","1","1","1.86239056700288","0",159
21,"2","B","2","old","1","1","1","0","0","0","0","1","1","2.08912638200127","0",159
21,"2","B","2","old","1","1","1","1","1","1","0","0","2","1.80129617599596","1",159
21,"2","A","1","old","0","1","0","0","1","1","1","0","1","3.25410413899954","1",159
21,"3","B","2","new","1","1","0","1","1","1","0","0","2","2.21975241500331","1",159
21,"2","A","1","new","1","0","1","0","1","1","1","1","1","1.21124628899997","1",159
21,"1","A","1","new","0","0","1","0","1","1","1","1","1","0.909631349000847","1",159
21,"1","B","2","new","1","1","0","1","0","0","0","0","2","1.66164622799988","1",159
21,"3","B","2","new","1","0","1","1","0","0","1","1","1","1.17446890399879","0",159
21,"1","B","2","new","0","1","1","1","0","0","0","0","1","1.90446215699922","0",159
21,"1","A","1","new","0","0","0","0","0","1","1","1","1","1.11060795499361","1",159
21,"2","A","1","old","0","0","0","1","1","0","1","1","2","4.34538561000227","0",159
21,"2","A","1","new","1","0","0","0","1","0","1","1","1","1.68717331000516","1",159
21,"3","B","2","new","0","1","0","1","0","0","1","0","1","3.89217703900067","0",159
21,"1","B","2","new","1","1","1","0","0","0","0","0","2","2.37620410700038","1",159
21,"2","A","1","old","0","1","0","0","1","1","1","0","1","1.91977871799463","1",159
21,"2","A","1","old","0","0","0","1","1","0","1","1","1","3.75300014600362","1",159
21,"2","A","1","new","1","0","0","0","1","1","0","1","1","1.12507465999806","1",159
21,"1","A","1","new","1","0","0","0","1","1","1","1","1","0.790788343998429","1",159
21,"0","A","1","new","0","0","0","0","1","1","1","1","1","0.963889296996058","1",159
21,"1","A","1","new","0","0","0","0","1","0","1","1","1","1.30111351999949","1",159
