"sub","distance","cat","num_cat","oldnew","d1","d2","d3","d4","d5","d6","d7","d8","resp","rt","correct","id"
37,"2","B","2","new","1","0","1","0","1","1","1","1","2","2.69199491700056","1",192
37,"2","A","1","old","0","0","0","0","0","0","1","1","1","1.85141969399956","1",192
37,"3","B","2","new","0","0","1","1","0","1","1","1","2","1.6652475259998","1",192
37,"1","B","2","new","1","0","1","1","1","1","1","1","2","1.81411222400129","1",192
37,"2","A","1","old","0","0","0","0","1","1","0","0","1","1.72401500300111","1",192
37,"3","A","1","new","1","1","1","0","0","0","0","0","2","1.59176588699847","0",192
37,"2","A","1","new","0","1","0","0","0","1","0","0","1","1.63074533899999","1",192
37,"2","A","1","old","0","0","0","0","1","1","0","0","1","1.38661498900001","1",192
37,"2","B","2","new","0","1","0","1","1","1","1","1","1","1.80380864499966","0",192
37,"2","A","1","old","0","0","1","1","0","0","0","0","1","1.38210978000097","1",192
37,"2","B","2","old","1","1","0","0","1","1","1","1","2","0.665351643998292","1",192
37,"2","B","2","old","0","0","1","1","1","1","1","1","2","0.872433866999927","1",192
37,"2","A","1","new","0","1","0","0","0","0","1","0","1","1.11041288599881","1",192
37,"3","A","1","new","0","0","0","1","1","0","1","0","1","0.900347352999233","1",192
37,"1","B","2","new","1","1","1","0","1","1","1","1","2","1.53119071699984","1",192
37,"3","B","2","new","1","0","0","1","0","1","1","1","2","1.53779680700063","1",192
37,"3","A","1","new","0","0","0","0","0","1","1","1","1","1.73998066899912","1",192
37,"1","A","1","new","0","0","0","1","0","0","0","0","1","1.20278254100049","1",192
37,"0","A","1","new","0","0","0","0","0","0","0","0","1","1.14705142299863","1",192
37,"1","B","2","new","0","1","1","1","1","1","1","1","2","0.739669868000419","1",192
37,"1","A","1","new","0","1","0","0","0","0","0","0","1","1.36140065899963","1",192
37,"3","A","1","new","0","0","0","1","1","1","0","0","1","1.00760760999947","1",192
37,"3","B","2","new","1","1","0","1","0","1","1","0","2","0.902613509999355","1",192
37,"2","B","2","old","1","1","1","1","1","1","0","0","1","1.79659705199992","0",192
37,"2","A","1","new","0","1","0","1","0","0","0","0","1","0.974401093000779","1",192
37,"2","A","1","old","1","1","0","0","0","0","0","0","1","1.54442877699876","1",192
37,"3","A","1","new","1","1","0","0","0","0","0","1","1","1.1682829500005","1",192
37,"0","A","1","new","0","0","0","0","0","0","0","0","1","1.25000569999975","1",192
37,"2","B","2","new","1","0","1","1","1","1","1","0","2","1.46998790299949","1",192
37,"1","A","1","new","0","0","0","0","0","0","0","1","1","1.10292809200109","1",192
37,"1","B","2","new","1","1","0","1","1","1","1","1","2","1.36573225299981","1",192
37,"3","A","1","new","1","0","0","0","0","1","1","0","2","1.17896401899998","0",192
37,"2","B","2","old","0","0","1","1","1","1","1","1","2","1.38491300399983","1",192
37,"2","A","1","old","0","0","1","1","0","0","0","0","1","1.86979921899911","1",192
37,"2","B","2","new","1","1","1","1","1","0","0","1","2","1.83061053700112","1",192
37,"1","B","2","new","1","1","1","1","1","0","1","1","2","1.46930917700047","1",192
37,"2","A","1","old","1","1","0","0","0","0","0","0","1","1.74657951100016","1",192
37,"3","B","2","new","1","0","1","0","0","1","1","1","2","2.41047047599932","1",192
37,"1","B","2","new","1","1","1","1","1","1","0","1","2","1.31416091400024","1",192
37,"0","B","2","new","1","1","1","1","1","1","1","1","2","1.2472064370013","1",192
37,"1","A","1","new","0","0","1","0","0","0","0","0","1","1.09335133500099","1",192
37,"2","A","1","new","1","0","1","0","0","0","0","0","2","1.27239330299926","0",192
37,"1","A","1","new","0","0","0","0","0","0","1","0","1","1.25686340100037","1",192
37,"1","B","2","new","1","1","1","1","1","1","1","0","2","1.81412494399956","1",192
37,"2","B","2","old","1","1","1","1","0","0","1","1","2","2.19499906099918","1",192
37,"2","A","1","new","0","0","1","0","0","0","1","0","1","0.941845745999672","1",192
37,"3","B","2","new","0","1","1","0","1","1","1","0","2","0.918443907001347","1",192
37,"1","A","1","new","0","0","0","0","1","0","0","0","1","1.53159575999962","1",192
37,"1","B","2","new","1","1","1","1","0","1","1","1","2","1.5468723440008","1",192
37,"1","A","1","new","1","0","0","0","0","0","0","0","1","1.45713731000069","1",192
37,"0","B","2","new","1","1","1","1","1","1","1","1","2","1.1195342179999","1",192
37,"2","A","1","new","1","0","0","0","0","1","0","0","2","2.7265035649998","0",192
37,"2","B","2","old","1","1","1","1","1","1","0","0","2","1.20135232100074","1",192
37,"2","A","1","old","0","0","0","0","0","0","1","1","1","1.69550279300165","1",192
37,"1","A","1","new","0","0","0","0","0","1","0","0","1","1.99226098899999","1",192
37,"2","B","2","old","1","1","1","1","0","0","1","1","2","2.17985064899949","1",192
37,"2","B","2","new","1","1","1","0","1","1","1","0","2","2.79186854100044","1",192
37,"3","B","2","new","1","1","1","1","1","0","0","0","2","2.8536209039994","1",192
37,"2","A","1","new","0","0","0","0","1","0","0","1","1","2.31258702299965","1",192
37,"2","B","2","new","1","1","0","1","1","0","1","1","1","2.44939390999934","0",192
37,"3","A","1","new","0","1","1","0","0","0","1","0","1","2.56699986900094","1",192
37,"2","A","1","new","0","0","0","0","0","1","0","1","1","1.77756421099912","1",192
37,"3","A","1","new","0","0","1","0","1","1","0","0","2","2.50049176600078","0",192
37,"2","B","2","new","1","1","1","1","1","0","1","0","2","2.38321739399908","1",192
37,"2","B","2","old","1","1","0","0","1","1","1","1","2","1.45730647100208","1",192
37,"2","B","2","new","0","1","1","0","1","1","1","1","2","1.69522034200054","1",192
37,"3","B","2","new","0","1","1","0","0","1","1","1","2","2.10822992400063","1",192
37,"3","B","2","new","1","0","1","1","1","1","0","0","2","1.813055644001","1",192
