"sub","distance","cat","num_cat","oldnew","d1","d2","d3","d4","d5","d6","d7","d8","resp","rt","correct","id"
45,"2","B","2","old","1","1","1","0","1","1","1","0","None",NA,NA,201
45,"1","A","1","new","0","0","0","1","0","0","0","0","1","1.61545107600068","1",201
45,"0","B","2","new","1","1","1","1","1","1","1","1","2","1.19646939000086","1",201
45,"3","A","1","new","0","0","0","1","0","0","1","1","1","2.13240068999949","1",201
45,"2","A","1","new","1","0","0","0","0","1","0","0","2","2.00401300299927","0",201
45,"3","B","2","new","1","0","1","0","1","1","1","0","2","2.3731388239994","1",201
45,"1","B","2","new","1","0","1","1","1","1","1","1","2","0.942189323999628","1",201
45,"0","A","1","new","0","0","0","0","0","0","0","0","1","1.51926015900062","1",201
45,"2","B","2","new","1","1","1","1","1","1","0","0","2","1.56597516700094","1",201
45,"2","B","2","new","1","1","0","1","1","1","1","0","2","1.49864361900109","1",201
45,"2","A","1","old","0","0","0","1","0","0","0","1","1","1.477771717","1",201
45,"2","B","2","old","1","1","0","1","1","1","0","1","2","1.00958256399826","1",201
45,"3","B","2","new","1","1","0","0","1","0","1","1","2","2.73367971100015","1",201
45,"2","A","1","new","0","0","0","0","0","1","0","1","2","1.82032791799975","0",201
45,"1","B","2","new","1","1","1","1","1","1","1","0","2","2.43234918300004","1",201
45,"1","B","2","new","1","1","1","1","1","1","0","1","2","1.69253891600056","1",201
45,"0","A","1","new","0","0","0","0","0","0","0","0","1","1.76610341699961","1",201
45,"2","B","2","old","0","1","1","1","0","1","1","1","2","2.8062761429992","1",201
45,"3","B","2","new","0","1","1","0","1","0","1","1","1","1.71461657399959","0",201
45,"2","A","1","new","1","0","1","0","0","0","0","0","1","2.01190557299924","1",201
45,"2","B","2","new","1","1","1","0","0","1","1","1","2","0.995042691998606","1",201
45,"2","A","1","old","1","0","0","0","1","0","0","0","1","2.04064592000032","1",201
45,"1","A","1","new","0","1","0","0","0","0","0","0","1","1.12958286499997","1",201
45,"3","B","2","new","0","1","0","1","1","1","1","0","1","2.68957391599906","0",201
45,"2","A","1","old","0","1","0","0","0","1","0","0","1","1.45801296599893","1",201
45,"2","B","2","new","1","1","1","0","1","1","1","0","2","1.467558190001","1",201
45,"3","A","1","new","1","1","0","0","0","0","0","1","2","1.69733014299891","0",201
45,"3","A","1","new","0","0","0","0","1","1","0","1","2","1.80910578800103","0",201
45,"2","B","2","old","0","1","1","1","0","1","1","1","2","1.59220725199884","1",201
45,"1","A","1","new","0","0","0","0","0","0","1","0","1","1.06674838799881","1",201
45,"3","B","2","new","1","0","1","0","1","1","0","1","2","1.15790269699937","1",201
45,"1","B","2","new","1","1","1","1","1","0","1","1","2","1.58975681700031","1",201
45,"2","A","1","new","0","1","0","0","0","0","1","0","1","1.03064859999904","1",201
45,"2","B","2","old","1","1","0","1","1","1","0","1","2","1.47538769099992","1",201
45,"2","B","2","old","1","0","1","1","1","0","1","1","2","2.58716069700131","1",201
45,"3","A","1","new","1","0","0","1","1","0","0","0","1","2.55344778300059","1",201
45,"3","B","2","new","1","1","0","0","1","1","1","0","2","2.14498287800052","1",201
45,"3","A","1","new","1","0","1","1","0","0","0","0","1","2.20894150899949","1",201
45,"1","A","1","new","0","0","0","0","0","1","0","0","1","2.23897713999941","1",201
45,"3","A","1","new","0","1","0","0","1","1","0","0","1","2.41213710900047","1",201
45,"1","A","1","new","1","0","0","0","0","0","0","0","1","2.74164655300046","1",201
45,"2","B","2","new","1","1","0","1","1","0","1","1","2","3.320506647","1",201
45,"2","A","1","old","0","0","1","0","0","0","1","0","1","1.31562830700022","1",201
45,"2","A","1","new","0","0","1","0","0","0","1","0","1","1.00060513700009","1",201
45,"2","B","2","new","1","1","0","0","1","1","1","1","2","1.27761074500086","1",201
45,"3","A","1","new","1","0","1","0","0","1","0","0","2","1.99546035499952","0",201
45,"1","B","2","new","1","1","1","0","1","1","1","1","2","1.78430438600117","1",201
45,"2","B","2","new","0","1","1","1","1","1","1","0","1","1.91502885699992","0",201
45,"1","B","2","new","1","1","0","1","1","1","1","1","2","1.65019363300053","1",201
45,"3","A","1","new","1","0","1","0","0","0","0","1","2","2.88417445100094","0",201
45,"2","A","1","new","0","1","0","0","0","1","0","0","1","1.93263837300037","1",201
45,"3","B","2","new","0","0","1","0","1","1","1","1","2","2.54976842799988","1",201
45,"2","A","1","old","1","0","0","0","1","0","0","0","2","4.16268730899901","0",201
45,"2","A","1","new","0","1","0","1","0","0","0","0","1","1.13062250999974","1",201
45,"2","B","2","old","1","0","1","1","1","0","1","1","2","2.44475817999955","1",201
45,"2","A","1","old","0","0","0","1","0","0","0","1","1","2.39448178099883","1",201
45,"0","B","2","new","1","1","1","1","1","1","1","1","2","2.97027085300033","1",201
45,"1","A","1","new","0","0","0","0","0","0","0","1","1","1.51814224500049","1",201
45,"2","A","1","old","0","0","1","0","0","0","1","0","1","0.862046109999937","1",201
45,"2","B","2","new","1","1","1","0","1","0","1","1","2","2.98053567399984","1",201
45,"3","B","2","new","0","1","1","1","0","0","1","1","1","2.0094642490003","0",201
45,"2","B","2","old","1","1","1","0","1","1","1","0","2","2.15790102500068","1",201
45,"1","A","1","new","0","0","1","0","0","0","0","0","1","0.870796941000663","1",201
45,"1","B","2","new","0","1","1","1","1","1","1","1","2","1.22549104499922","1",201
45,"1","B","2","new","1","1","1","1","0","1","1","1","2","1.19148884199967","1",201
45,"1","A","1","new","0","0","0","0","1","0","0","0","1","2.25228530599998","1",201
45,"2","A","1","old","0","1","0","0","0","1","0","0","1","3.03725466099968","1",201
45,"2","A","1","new","0","0","0","0","1","0","0","1","1","2.13825887599887","1",201
