"sub","distance","cat","num_cat","oldnew","d1","d2","d3","d4","d5","d6","d7","d8","resp","rt","correct","id"
48,"2","A","1","new","0","0","1","0","1","1","1","0","1","1.80609299299977","1",205
48,"2","A","1","old","0","1","0","0","1","1","1","0","1","0.952148041000328","1",205
48,"1","B","2","new","1","1","0","1","0","0","0","0","2","2.80531729399991","1",205
48,"3","A","1","new","1","1","0","0","0","1","1","1","1","2.196003217","1",205
48,"2","B","2","old","0","1","1","1","0","0","0","1","2","1.38139949699962","1",205
48,"2","A","1","new","1","0","1","0","1","1","1","1","1","2.63797188599983","1",205
48,"2","A","1","old","0","0","1","0","1","0","1","1","1","1.18830566699944","1",205
48,"2","A","1","new","0","1","0","1","1","1","1","1","1","1.05023396399974","1",205
48,"1","A","1","new","0","0","0","1","1","1","1","1","1","1.30014984899935","1",205
48,"2","B","2","new","1","1","1","1","1","0","0","1","2","1.01477049099958","1",205
48,"2","B","2","old","1","1","1","1","1","0","1","0","2","1.13907019900034","1",205
48,"3","B","2","new","1","0","0","0","0","0","0","0","2","2.55632475600032","1",205
48,"1","B","2","new","1","1","1","1","1","0","0","0","2","0.972486567000487","1",205
48,"3","A","1","new","0","1","0","0","1","0","1","0","2","0.938331211000332","0",205
48,"1","B","2","new","1","0","1","1","0","0","0","0","2","1.28497677499945","1",205
48,"3","B","2","new","1","1","0","1","1","0","1","0","2","0.873308989000179","1",205
48,"0","A","1","new","0","0","0","0","1","1","1","1","1","1.13545066699953","1",205
48,"2","B","2","new","1","1","1","0","0","0","0","1","2","1.39405380199969","1",205
48,"3","A","1","new","1","0","0","0","0","1","1","0","2","0.970200986000236","0",205
48,"2","A","1","old","1","0","0","0","1","1","0","1","1","1.91482488200018","1",205
48,"2","B","2","old","0","1","1","1","0","0","0","1","2","1.19223970699932","1",205
48,"3","B","2","new","0","0","0","1","0","0","0","0","2","1.07347503299934","1",205
48,"3","A","1","new","1","0","0","0","0","1","0","1","1","1.60171414899924","1",205
48,"3","A","1","new","0","0","1","1","1","1","1","0","1","1.38260804700076","1",205
48,"3","A","1","new","1","0","1","0","1","1","0","1","1","2.17754564300049","1",205
48,"1","A","1","new","0","0","0","0","0","1","1","1","1","1.12388624699997","1",205
48,"2","A","1","new","0","0","1","0","0","1","1","1","1","1.08868090600117","1",205
48,"2","A","1","old","0","1","0","0","1","1","1","0","1","0.833671978998609","1",205
48,"0","B","2","new","1","1","1","1","0","0","0","0","2","1.98623217800014","1",205
48,"0","A","1","new","0","0","0","0","1","1","1","1","1","2.01173369999924","1",205
48,"3","A","1","new","1","0","1","0","1","1","1","0","1","1.10116810399995","1",205
48,"1","A","1","new","0","0","0","0","1","1","1","0","1","1.11710246700022","1",205
48,"2","B","2","new","1","1","1","1","1","1","0","0","1","0.996095385000444","0",205
48,"2","A","1","new","0","1","0","0","1","0","1","1","2","2.58681470300144","0",205
48,"1","B","2","new","0","1","1","1","0","0","0","0","2","1.85881754100046","1",205
48,"2","B","2","old","1","1","0","0","0","0","0","0","2","1.45677431800141","1",205
48,"2","A","1","old","1","0","0","0","1","1","0","1","1","1.43299207200107","1",205
48,"3","B","2","new","1","1","0","1","0","1","0","1","1","1.5775785199985","0",205
48,"1","A","1","new","0","1","0","0","1","1","1","1","1","0.871914492001451","1",205
48,"3","A","1","new","0","0","1","0","1","1","0","0","1","1.03862280599969","1",205
