"sub","distance","cat","num_cat","oldnew","d1","d2","d3","d4","d5","d6","d7","d8","resp","rt","correct","id"
27,"2","B","2","new","1","0","1","1","1","0","0","0","2","1.03250350300004","1",173
27,"1","B","2","new","1","1","1","1","1","0","0","0","2","1.76229922399943","1",173
27,"2","A","1","old","0","0","0","1","0","1","1","1","1","1.96676358299919","1",173
27,"2","B","2","new","1","1","1","0","0","0","0","1","2","1.5856469140017","1",173
27,"1","B","2","new","0","1","1","1","0","0","0","0","2","1.65262018899921","1",173
27,"3","A","1","new","0","1","0","0","1","0","1","0","1","2.48052736299906","1",173
27,"1","B","2","new","1","1","1","1","0","1","0","0","2","1.62922290000097","1",173
27,"3","B","2","new","0","0","1","1","1","0","0","0","1","1.7013916750002","0",173
27,"1","B","2","new","1","1","1","0","0","0","0","0","2","1.05229063599836","1",173
27,"2","B","2","new","0","1","1","0","0","0","0","0","1","1.96920428200065","0",173
27,"2","A","1","old","0","0","1","0","1","0","1","1","1","1.4926443330005","1",173
27,"3","A","1","new","1","0","0","0","0","1","0","1","2","1.62100369399923","0",173
27,"3","B","2","new","1","1","0","1","0","1","0","1","1","1.44991203899917","0",173
27,"2","A","1","new","0","0","1","0","1","1","1","0","1","1.36408577899965","1",173
27,"2","B","2","old","1","0","1","1","0","1","0","0","2","1.05360718500015","1",173
27,"0","B","2","new","1","1","1","1","0","0","0","0","2","0.636481879999337","1",173
27,"3","A","1","new","1","0","0","0","0","1","1","0","2","1.05284990099972","0",173
27,"2","A","1","old","1","0","0","0","1","1","0","1","1","1.13666921500044","1",173
27,"2","A","1","new","1","0","1","0","1","1","1","1","1","2.75450202899992","1",173
27,"2","B","2","old","0","1","1","1","0","0","0","1","2","2.14370783900085","1",173
27,"2","A","1","new","0","0","1","1","1","1","1","1","1","2.82445414299946","1",173
27,"2","A","1","old","1","0","0","0","1","1","0","1","2","1.63805995300027","0",173
27,"1","B","2","new","1","1","1","1","0","0","0","1","2","0.875068260000262","1",173
27,"2","B","2","old","1","1","1","1","1","0","1","0","2","0.99218985600055","1",173
27,"2","B","2","new","1","1","1","1","1","1","0","0","2","1.2542692650004","1",173
27,"2","B","2","old","1","0","1","1","0","1","0","0","2","0.558814854999582","1",173
27,"1","A","1","new","0","0","1","0","1","1","1","1","1","1.24487990799935","1",173
27,"2","A","1","old","0","0","1","0","1","0","1","1","1","1.19110453100075","1",173
27,"2","B","2","old","1","1","0","0","0","0","0","0","2","1.20497623499978","1",173
27,"0","B","2","new","1","1","1","1","0","0","0","0","2","0.759818934000577","1",173
27,"2","A","1","new","0","0","1","0","0","1","1","1","1","0.797260598999856","1",173
27,"0","A","1","new","0","0","0","0","1","1","1","1","1","1.41946964900126","1",173
27,"1","B","2","new","1","1","1","1","0","0","1","0","2","0.719734383001196","1",173
27,"2","B","2","new","0","0","1","1","0","0","0","0","2","1.70718598200074","1",173
27,"1","A","1","new","0","0","0","1","1","1","1","1","1","1.2585887639998","1",173
27,"2","A","1","new","0","1","0","0","1","0","1","1","1","1.69635442900108","1",173
27,"2","A","1","new","0","0","0","0","1","1","0","0","1","2.13329022800099","1",173
27,"3","B","2","new","0","0","0","1","0","0","0","0","1","2.50017817600019","0",173
27,"3","B","2","new","1","0","1","1","0","0","1","1","2","2.0293305489995","1",173
27,"1","A","1","new","0","0","0","0","1","0","1","1","1","1.93198270700122","1",173
27,"3","B","2","new","1","1","0","1","1","0","1","0","2","0.986010200998862","1",173
27,"1","A","1","new","1","0","0","0","1","1","1","1","1","1.99271415200019","1",173
27,"3","A","1","new","1","0","1","0","1","1","0","1","2","1.7336630159989","0",173
27,"3","A","1","new","0","0","1","1","1","1","1","0","1","1.35258064300069","1",173
27,"1","B","2","new","1","0","1","1","0","0","0","0","2","0.712900013999388","1",173
27,"2","B","2","old","1","1","1","1","1","0","1","0","2","0.599908808000691","1",173
27,"3","B","2","new","1","1","0","0","0","0","0","1","2","1.68266071499966","1",173
27,"2","B","2","new","1","0","1","1","0","0","1","0","2","1.28037743599998","1",173
27,"3","B","2","new","1","0","0","0","0","0","0","0","2","0.609133252000902","1",173
27,"1","B","2","new","1","1","0","1","0","0","0","0","2","0.651493035000385","1",173
27,"1","A","1","new","0","0","0","0","1","1","1","0","1","1.58827295499941","1",173
27,"0","A","1","new","0","0","0","0","1","1","1","1","2","2.45216469799925","0",173
27,"3","A","1","new","0","0","1","0","1","1","0","0","1","1.48299934799979","1",173
27,"2","A","1","old","0","0","0","1","0","1","1","1","2","0.987279891998696","0",173
27,"2","A","1","new","0","1","0","1","1","1","1","1","2","1.31410113499987","0",173
27,"1","A","1","new","0","0","0","0","0","1","1","1","1","1.03279297399968","1",173
27,"2","B","2","new","1","1","1","1","1","0","0","1","2","0.89106566800001","1",173
27,"3","A","1","new","1","1","0","0","0","1","1","1","2","2.96969890599939","0",173
27,"2","B","2","new","1","1","0","1","1","0","0","0","2","0.852661344000808","1",173
27,"3","A","1","new","1","0","1","0","1","1","1","0","2","1.78225075800037","0",173
27,"2","A","1","new","0","1","0","0","0","1","1","1","1","1.53071102899958","1",173
27,"2","A","1","old","0","1","0","0","1","1","1","0","1","0.853838422999615","1",173
27,"2","A","1","old","0","1","0","0","1","1","1","0","1","1.22360220200062","1",173
27,"2","B","2","old","1","1","0","0","0","0","0","0","2","0.611688977000085","1",173
27,"1","A","1","new","0","0","0","0","1","1","0","1","1","1.02764850200037","1",173
27,"3","B","2","new","1","1","0","0","0","0","1","0","2","0.980661756999325","1",173
27,"1","A","1","new","0","1","0","0","1","1","1","1","1","1.06655708700055","1",173
27,"2","B","2","old","0","1","1","1","0","0","0","1","2","0.761245507999774","1",173
