"sub","distance","cat","num_cat","oldnew","d1","d2","d3","d4","d5","d6","d7","d8","resp","rt","correct","id"
54,"2","A","1","new","0","1","0","0","0","0","1","0","1","0.760319597000489","1",216
54,"3","A","1","new","1","1","1","0","0","0","0","0","2","1.16073354400214","0",216
54,"3","B","2","new","1","1","1","1","1","0","0","0","2","1.76987867500065","1",216
54,"2","A","1","new","0","1","0","0","0","1","0","0","1","0.760462236998137","1",216
54,"1","A","1","new","0","1","0","0","0","0","0","0","1","1.21407398700103","1",216
54,"3","A","1","new","0","0","0","1","1","0","1","0","1","1.17964751899854","1",216
54,"3","A","1","new","0","0","0","1","1","1","0","0","2","1.35751964799783","0",216
54,"1","A","1","new","0","0","0","1","0","0","0","0","1","1.15007583799888","1",216
54,"2","A","1","old","0","0","1","1","0","0","0","0","1","0.995880219001265","1",216
54,"2","B","2","new","1","1","1","0","1","1","1","0","2","1.33323023699995","1",216
54,"2","A","1","old","1","1","0","0","0","0","0","0","2","1.19332160100021","0",216
54,"2","B","2","new","1","0","1","0","1","1","1","1","2","1.18505763099893","1",216
54,"1","B","2","new","0","1","1","1","1","1","1","1","1","2.04327205899972","0",216
54,"2","A","1","old","1","1","0","0","0","0","0","0","2","1.23529678100022","0",216
54,"3","B","2","new","0","1","1","0","0","1","1","1","1","1.48785406399838","0",216
54,"1","B","2","new","1","1","1","0","1","1","1","1","2","1.63462244300172","1",216
54,"2","A","1","new","1","0","0","0","0","1","0","0","2","1.18036760700124","0",216
54,"3","B","2","new","1","1","0","1","0","1","1","0","2","1.92455624099966","1",216
54,"2","A","1","new","0","0","0","0","1","0","0","1","1","1.65532361300211","1",216
54,"1","B","2","new","1","1","0","1","1","1","1","1","2","1.30118676599886","1",216
54,"1","B","2","new","1","1","1","1","0","1","1","1","2","1.2408428710005","1",216
54,"2","B","2","old","1","1","0","0","1","1","1","1","2","1.39907517100073","1",216
54,"1","B","2","new","1","1","1","1","1","0","1","1","2","1.34398212000087","1",216
54,"2","B","2","old","0","0","1","1","1","1","1","1","2","2.1886588060006","1",216
54,"0","B","2","new","1","1","1","1","1","1","1","1","2","1.25341703600134","1",216
54,"2","A","1","new","0","0","1","0","0","0","1","0","1","1.48150825600169","1",216
54,"1","B","2","new","1","1","1","1","1","1","0","1","2","1.32635798000047","1",216
54,"0","B","2","new","1","1","1","1","1","1","1","1","2","1.12720613299825","1",216
54,"2","A","1","old","0","0","0","0","1","1","0","0","1","1.4221041919991","1",216
54,"3","B","2","new","1","0","0","1","0","1","1","1","2","1.61037576000308","1",216
54,"3","A","1","new","1","0","0","0","0","1","1","0","2","1.35263779999877","0",216
54,"2","A","1","new","1","0","1","0","0","0","0","0","2","1.48710496199783","0",216
54,"3","A","1","new","1","1","0","0","0","0","0","1","2","1.54029570000057","0",216
54,"2","B","2","old","1","1","1","1","0","0","1","1","2","1.69613621000099","1",216
54,"2","B","2","new","1","1","1","1","1","0","1","0","2","1.70794635700076","1",216
54,"2","A","1","new","0","1","0","1","0","0","0","0","1","1.1114665899986","1",216
54,"0","A","1","new","0","0","0","0","0","0","0","0","1","1.76484346200232","1",216
54,"1","A","1","new","0","0","1","0","0","0","0","0","1","1.4149408129997","1",216
54,"2","B","2","new","0","1","1","0","1","1","1","1","1","1.47074303800036","0",216
54,"2","B","2","new","1","1","0","1","1","0","1","1","2","2.22060123199844","1",216
54,"1","A","1","new","0","0","0","0","0","1","0","0","1","1.22833623399856","1",216
54,"2","B","2","old","1","1","1","1","1","1","0","0","2","1.76998899400132","1",216
54,"2","B","2","new","0","1","0","1","1","1","1","1","1","1.52258238799914","0",216
54,"2","B","2","old","1","1","1","1","0","0","1","1","2","1.09553133000009","1",216
54,"2","B","2","old","0","0","1","1","1","1","1","1","2","1.70869822100212","1",216
54,"2","A","1","old","0","0","0","0","1","1","0","0","1","1.09624446299858","1",216
54,"3","B","2","new","0","0","1","1","0","1","1","1","1","0.999527019001107","0",216
54,"2","A","1","new","0","0","0","0","0","1","0","1","1","1.16012382400004","1",216
54,"2","B","2","old","1","1","0","0","1","1","1","1","2","0.817312942999706","1",216
54,"2","B","2","new","1","1","1","1","1","0","0","1","2","1.00220235700181","1",216
54,"1","B","2","new","1","0","1","1","1","1","1","1","2","1.23497733900149","1",216
54,"2","A","1","old","0","0","0","0","0","0","1","1","1","0.802917906999937","1",216
54,"1","A","1","new","1","0","0","0","0","0","0","0","2","0.626655553998717","0",216
54,"3","A","1","new","0","0","1","0","1","1","0","0","1","0.840241778001655","1",216
54,"1","A","1","new","0","0","0","0","0","0","0","1","1","1.03354565699919","1",216
54,"2","B","2","new","1","0","1","1","1","1","1","0","2","1.29456037199998","1",216
54,"3","A","1","new","0","1","1","0","0","0","1","0","1","0.866697833997023","1",216
54,"1","B","2","new","1","1","1","1","1","1","1","0","2","0.874466720997589","1",216
54,"2","A","1","old","0","0","1","1","0","0","0","0","1","1.56049188699762","1",216
54,"3","B","2","new","1","0","1","1","1","1","0","0","2","1.74027593299979","1",216
54,"1","A","1","new","0","0","0","0","0","0","1","0","1","0.829222493000998","1",216
54,"2","B","2","old","1","1","1","1","1","1","0","0","2","1.09959084000002","1",216
54,"2","A","1","old","0","0","0","0","0","0","1","1","1","0.98266581200005","1",216
54,"1","A","1","new","0","0","0","0","1","0","0","0","1","1.16900123600135","1",216
54,"3","A","1","new","0","0","0","0","0","1","1","1","1","0.646020805001172","1",216
54,"3","B","2","new","0","1","1","0","1","1","1","0","1","1.06591587100047","0",216
54,"3","B","2","new","1","0","1","0","0","1","1","1","2","1.61880454899801","1",216
54,"0","A","1","new","0","0","0","0","0","0","0","0","1","0.737084595999477","1",216
